sector_id,date,ts,open,high,low,close,volume
NIFTY_BANK,2025-06-09,2025-06-09 00:00:00+05:30,57049.5,57049.5,56792.69921875,56839.6015625,207500
NIFTY_BANK,2025-06-10,2025-06-10 00:00:00+05:30,56993.8984375,57015.3984375,56564.1484375,56629.1015625,146000
NIFTY_BANK,2025-06-11,2025-06-11 00:00:00+05:30,56639.8515625,56782.5,56399.3984375,56459.75,135300
NIFTY_BANK,2025-06-12,2025-06-12 00:00:00+05:30,56480.8984375,56611.05078125,55968.5,56082.55078125,135300
NIFTY_BANK,2025-06-13,2025-06-13 00:00:00+05:30,55149.30078125,55688.0,55149.30078125,55527.3515625,142000
NIFTY_BANK,2025-06-16,2025-06-16 00:00:00+05:30,55554.1015625,55999.8515625,55381.44921875,55944.8984375,107700
NIFTY_BANK,2025-06-17,2025-06-17 00:00:00+05:30,55975.0,56067.30078125,55643.94921875,55714.1484375,106300
NIFTY_BANK,2025-06-18,2025-06-18 00:00:00+05:30,55544.94921875,55933.6015625,55511.80078125,55828.75,116400
NIFTY_BANK,2025-06-19,2025-06-19 00:00:00+05:30,55784.8515625,55942.44921875,55475.44921875,55577.44921875,131300
NIFTY_BANK,2025-06-20,2025-06-20 00:00:00+05:30,55566.69921875,56328.19921875,55566.3984375,56252.8515625,161500
NIFTY_BANK,2025-06-23,2025-06-23 00:00:00+05:30,55832.3515625,56233.55078125,55779.25,56059.3515625,86800
NIFTY_BANK,2025-06-24,2025-06-24 00:00:00+05:30,56529.44921875,56862.0,56276.1484375,56461.8984375,132900
NIFTY_BANK,2025-06-25,2025-06-25 00:00:00+05:30,56564.5,56681.3984375,56420.6484375,56621.1484375,98700
NIFTY_BANK,2025-06-26,2025-06-26 00:00:00+05:30,56693.55078125,57263.44921875,56558.3515625,57206.69921875,176500
NIFTY_BANK,2025-06-27,2025-06-27 00:00:00+05:30,57234.69921875,57475.3984375,56993.8515625,57443.8984375,238000
NIFTY_BANK,2025-06-30,2025-06-30 00:00:00+05:30,57529.94921875,57614.5,57193.80078125,57312.75,183000
NIFTY_BANK,2025-07-01,2025-07-01 00:00:00+05:30,57375.80078125,57533.8515625,57150.3515625,57459.44921875,283300
NIFTY_BANK,2025-07-02,2025-07-02 00:00:00+05:30,57558.19921875,57628.3984375,56833.80078125,56999.19921875,169600
NIFTY_BANK,2025-07-03,2025-07-03 00:00:00+05:30,57050.3984375,57193.25,56764.1015625,56791.94921875,149900
NIFTY_BANK,2025-07-04,2025-07-04 00:00:00+05:30,56825.25,57075.1015625,56623.6015625,57031.8984375,93900
NIFTY_BANK,2025-07-07,2025-07-07 00:00:00+05:30,56938.69921875,57152.19921875,56838.55078125,56949.19921875,103300
NIFTY_BANK,2025-07-08,2025-07-08 00:00:00+05:30,56942.55078125,57303.30078125,56923.05078125,57256.30078125,105500
NIFTY_BANK,2025-07-09,2025-07-09 00:00:00+05:30,57199.75,57290.6484375,57037.8984375,57213.55078125,91100
NIFTY_BANK,2025-07-10,2025-07-10 00:00:00+05:30,57339.75,57363.69921875,56886.6015625,56956.0,102000
NIFTY_BANK,2025-07-11,2025-07-11 00:00:00+05:30,56843.44921875,57091.05078125,56607.75,56754.69921875,95500
NIFTY_BANK,2025-07-14,2025-07-14 00:00:00+05:30,56780.75,56896.30078125,56594.25,56765.3515625,123000
NIFTY_BANK,2025-07-15,2025-07-15 00:00:00+05:30,56709.19921875,57134.94921875,56707.80078125,57006.6484375,124600
NIFTY_BANK,2025-07-16,2025-07-16 00:00:00+05:30,57111.25,57276.55078125,56937.6015625,57168.94921875,161300
NIFTY_BANK,2025-07-17,2025-07-17 00:00:00+05:30,57231.94921875,57262.8515625,56780.1484375,56828.80078125,129800
NIFTY_BANK,2025-07-18,2025-07-18 00:00:00+05:30,56524.25,56705.1484375,56204.8515625,56283.0,141200
NIFTY_BANK,2025-07-21,2025-07-21 00:00:00+05:30,56558.8984375,56983.44921875,56255.69921875,56952.75,133700
NIFTY_BANK,2025-07-22,2025-07-22 00:00:00+05:30,57253.3515625,57286.1484375,56692.0,56756.0,132800
NIFTY_BANK,2025-07-23,2025-07-23 00:00:00+05:30,56918.1484375,57249.0,56715.80078125,57210.44921875,129800
NIFTY_BANK,2025-07-24,2025-07-24 00:00:00+05:30,57316.6015625,57316.6015625,56850.8984375,57066.05078125,179800
NIFTY_BANK,2025-07-25,2025-07-25 00:00:00+05:30,57170.69921875,57170.69921875,56439.3984375,56528.8984375,125100
NIFTY_BANK,2025-07-28,2025-07-28 00:00:00+05:30,56215.1015625,56578.3984375,55997.44921875,56084.8984375,145700
